Age,Gender,familyhistory,treatment,workinterfere,noofemployees,remotework,techcompany,benefits,careoptions,wellnessprogram,seekhelp,anonymity,leave,coworkers,supervisor,mentalvsphysical
32,Man,No,Yes,Rarely,500-1000,No,Yes,No,Yes,Yes,Yes,Yes,Very easy,Some of them,Yes,No
44,Man,No,Yes,Sometimes,More than 1000,No,No,No,No,No,Yes,Don't know,Don't know,Some of them,Some of them,No
33,Women,No,Yes,Never,100-500,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Very easy,Some of them,Some of them,No
45,Women,No,Yes,Rarely,26-100,No,No,Don't know,No,Don't know,Don't know,Don't know,Don't know,Some of them,Some of them,Don't know
35,Man,No,No,NA,0-25,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,No,No,Yes
26,Man,Yes,Yes,Often,500-1000,No,Yes,No,No,No,No,Don't know,Don't know,Yes,Yes,No
20,Women,No,Yes,Sometimes,26-100,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Some of them,Don't know
-1,Man,Yes,Yes,Often,500-1000,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes
37,Man,Yes,No,Sometimes,0-25,No,Yes,No,No,No,No,Yes,Somewhat easy,Some of them,Yes,Yes
28,Man,No,No,NA,More than 1000,No,No,Yes,No,No,No,Yes,Somewhat easy,No,No,No
42,Women,Yes,Yes,Sometimes,26-100,No,No,Yes,Yes,No,No,Don't know,Don't know,Some of them,Some of them,No
32,Man,No,No,NA,26-100,No,Yes,No,No,No,No,Don't know,Don't know,No,No,Don't know
36,Women,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat easy,Some of them,No,Don't know
27,Man,No,No,Rarely,26-100,No,Yes,No,Yes,No,Yes,No,Somewhat difficult,No,No,No
27,Man,No,No,Rarely,26-100,No,Yes,No,Yes,No,Yes,No,Somewhat difficult,No,No,No
27,Man,No,Yes,Sometimes,More than 1000,No,No,No,No,No,No,Yes,Somewhat easy,Yes,Yes,No
25,Man,Yes,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Yes,Very easy,Some of them,Yes,Yes
41,Man,Yes,No,NA,0-25,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Some of them,Some of them,Don't know
23,Man,Yes,Yes,Sometimes,0-25,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,No,No,Don't know
21,Man,No,Yes,Sometimes,More than 1000,No,No,Don't know,No,No,Don't know,Don't know,Don't know,Some of them,No,Don't know
26,Man,No,Yes,Often,26-100,No,Yes,No,Yes,No,No,Yes,Very difficult,Yes,Yes,Don't know
29,Man,No,No,Rarely,More than 1000,No,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Don't know
28,Man,No,No,Sometimes,More than 1000,No,No,No,No,No,No,Don't know,Somewhat easy,No,No,Don't know
27,Women,Yes,No,NA,More than 1000,No,No,No,Yes,No,No,Yes,Don't know,No,No,Yes
23,Man,No,No,Never,More than 1000,No,No,No,Yes,Yes,Yes,Yes,Somewhat difficult,Yes,Yes,Yes
26,Women,Yes,No,Sometimes,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Don't know,No,No,Don't know
38,Man,Yes,Yes,Sometimes,500-1000,No,Yes,No,Not sure,Don't know,Don't know,Don't know,Very easy,Some of them,Yes,Don't know
39,Man,Yes,Yes,Sometimes,More than 1000,No,No,No,No,No,No,Yes,Very easy,Some of them,Yes,Yes
35,Man,Yes,Yes,Often,More than 1000,No,No,Yes,Yes,No,Yes,Don't know,Somewhat easy,No,Some of them,Don't know
32,Man,No,No,Rarely,0-25,No,Yes,Yes,Not sure,No,Don't know,Don't know,Don't know,No,Some of them,Don't know
32,Man,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,Yes,Yes,Yes,Somewhat difficult,Some of them,Some of them,Don't know
26,Man,No,No,Never,0-25,No,Yes,No,No,No,No,Don't know,Don't know,Some of them,No,Don't know
38,Man,Yes,Yes,Rarely,100-500,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Yes,Yes,No
34,Women,Yes,No,Rarely,26-100,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Some of them,Yes,Yes
39,Man,Yes,Yes,Often,26-100,No,No,Don't know,Not sure,No,No,Don't know,Somewhat easy,Some of them,Some of them,Don't know
32,Man,No,No,Never,0-25,Yes,Yes,Don't know,Not sure,No,No,Don't know,Very easy,Yes,Yes,Yes
37,Man,No,No,Never,500-1000,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Very easy,Some of them,Some of them,Don't know
31,Man,Yes,Yes,Never,0-25,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Somewhat easy,Some of them,Some of them,Don't know
30,Man,Yes,Yes,Rarely,0-25,No,Yes,No,Yes,No,No,Don't know,Don't know,No,No,Don't know
51,Man,No,No,Never,More than 1000,Yes,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,No
29,Man,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Don't know,Don't know,Some of them,Some of them,Don't know
31,Man,No,No,Never,100-500,No,Yes,Yes,No,No,Yes,Don't know,Don't know,Some of them,No,Yes
31,Man,No,No,NA,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,No,No,Don't know
26,Man,Yes,Yes,Sometimes,0-25,Yes,Yes,Don't know,No,No,Don't know,Don't know,Somewhat easy,Some of them,Some of them,Don't know
46,Women,No,Yes,Often,100-500,Yes,No,Yes,Yes,No,No,Yes,Don't know,Some of them,Some of them,No
32,Man,Yes,No,Sometimes,More than 1000,No,Yes,Yes,No,Yes,Don't know,Don't know,Don't know,Yes,Yes,Don't know
29,Man,Yes,Yes,Sometimes,26-100,No,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Some of them,No,Don't know
34,Man,No,No,Never,More than 1000,Yes,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,Some of them,Don't know
26,Man,No,No,Often,0-25,No,Yes,No,No,No,No,No,Very difficult,No,No,Yes
32,Women,No,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Don't know,Don't know,Don't know,Some of them,No,No
29,Man,No,No,NA,More than 1000,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,Yes,No
30,Man,No,No,NA,More than 1000,No,No,Yes,No,Yes,Yes,Don't know,Don't know,No,No,Don't know
40,Women,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,Yes,Yes,Somewhat easy,Yes,Yes,Yes
23,Man,No,Yes,Sometimes,500-1000,No,Yes,No,No,No,No,Don't know,Very difficult,Yes,Yes,No
20,Man,No,No,Rarely,26-100,No,No,No,No,No,No,Don't know,Very difficult,Some of them,No,No
38,Man,Yes,No,NA,0-25,No,Yes,Don't know,No,No,No,Don't know,Somewhat difficult,Some of them,Yes,Don't know
26,Women,Yes,Yes,Rarely,100-500,No,Yes,Yes,No,No,No,Don't know,Don't know,No,No,No
29,Man,No,No,Never,26-100,No,Yes,No,No,No,Don't know,Don't know,Don't know,Some of them,Yes,No
40,Man,No,No,Sometimes,500-1000,Yes,Yes,No,Yes,No,No,Don't know,Somewhat easy,Some of them,Some of them,Don't know
25,Women,No,Yes,Sometimes,26-100,Yes,Yes,No,No,No,No,Don't know,Don't know,Yes,Some of them,No
32,Women,No,Yes,Sometimes,26-100,No,Yes,Yes,Yes,No,No,Yes,Don't know,Some of them,No,No
38,Man,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,Some of them,No,No
72,Women,Yes,Yes,Never,500-1000,Yes,No,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,Some of them,Yes,Don't know
35,Women,Yes,Yes,Sometimes,500-1000,Yes,Yes,No,No,No,No,Yes,Don't know,Some of them,Some of them,Yes
28,Women,No,Yes,Often,0-25,No,Yes,No,Yes,No,No,Don't know,Very difficult,Some of them,Some of them,Don't know
27,Women,No,No,Never,100-500,No,No,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Yes,Yes
56,Women,No,No,Rarely,500-1000,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,No,No,Don't know
38,Man,Yes,Yes,Sometimes,26-100,Yes,Yes,Yes,No,No,No,Don't know,Don't know,Some of them,Some of them,Don't know
31,Women,No,No,NA,26-100,No,Yes,Don't know,Not sure,No,No,Yes,Very easy,Some of them,Some of them,Don't know
40,Man,Yes,Yes,Sometimes,0-25,No,Yes,Yes,Yes,No,No,Yes,Don't know,Some of them,No,Yes
44,Man,Yes,Yes,Sometimes,100-500,No,Yes,Yes,Yes,No,Yes,Yes,Don't know,Some of them,Some of them,Don't know
34,Man,Yes,No,Sometimes,More than 1000,No,Yes,Yes,Not sure,Yes,Yes,Yes,Don't know,No,No,Don't know
37,Man,No,No,Never,26-100,Yes,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Some of them,Yes,Don't know
38,Man,No,No,Never,26-100,No,Yes,Don't know,Not sure,Don't know,Don't know,Yes,Don't know,Some of them,Yes,No
27,Man,No,No,NA,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Some of them,Yes,Don't know
34,Women,No,Yes,Sometimes,500-1000,No,No,Yes,Yes,Yes,No,Yes,Don't know,Some of them,Some of them,Yes
35,Women,No,No,Rarely,500-1000,No,Yes,Don't know,No,No,No,No,Don't know,Some of them,No,No
34,Man,No,Yes,Often,0-25,No,Yes,No,No,No,No,Don't know,Somewhat difficult,Some of them,Yes,No
32,Man,No,Yes,Often,26-100,Yes,Yes,Yes,Not sure,No,Don't know,Don't know,Very difficult,Some of them,No,Don't know
25,Man,No,No,NA,100-500,No,Yes,Don't know,Not sure,No,Don't know,Don't know,Don't know,Some of them,Yes,Don't know
28,Man,No,Yes,Often,100-500,Yes,Yes,No,Yes,No,No,Don't know,Don't know,No,No,No
28,Women,No,Yes,Rarely,0-25,No,Yes,Yes,No,No,No,Don't know,Somewhat easy,Some of them,No,No
31,Man,No,Yes,NA,500-1000,No,Yes,No,Yes,No,No,No,Don't know,Yes,Yes,Don't know
24,Man,No,No,NA,100-500,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat easy,Some of them,Yes,Don't know
34,Man,Yes,Yes,Never,500-1000,Yes,Yes,No,No,No,No,Don't know,Don't know,Some of them,Yes,Don't know
32,Man,No,Yes,Sometimes,0-25,No,Yes,No,No,No,No,Don't know,Somewhat easy,Some of them,Yes,Don't know
34,Man,Yes,No,Often,26-100,Yes,No,Don't know,Not sure,No,No,Don't know,Somewhat easy,Some of them,Yes,Yes
23,Man,No,Yes,Sometimes,500-1000,No,Yes,No,Yes,No,No,No,Very easy,Some of them,Yes,No
33,Man,Yes,No,Often,100-500,No,Yes,No,Yes,No,No,Don't know,Somewhat easy,Some of them,Yes,Don't know
29,Man,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Not sure,No,No,Don't know,Somewhat difficult,No,No,No
24,Man,Yes,No,NA,500-1000,No,Yes,No,No,No,No,Don't know,Don't know,No,No,Don't know
45,Man,No,No,Never,More than 1000,Yes,Yes,Don't know,Not sure,No,No,Don't know,Don't know,Yes,Some of them,No
34,Women,No,Yes,Sometimes,More than 1000,No,No,No,Yes,No,Yes,Yes,Somewhat difficult,Some of them,Yes,No
31,Man,No,No,Sometimes,More than 1000,No,Yes,Don't know,No,No,No,Don't know,Very difficult,Some of them,No,No
33,Man,No,Yes,Often,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Don't know,Some of them,No,Don't know
28,Man,No,No,NA,0-25,No,Yes,No,Not sure,No,No,Don't know,Somewhat easy,Some of them,Some of them,Don't know
27,Man,No,No,Rarely,More than 1000,Yes,No,Don't know,Not sure,No,Yes,Don't know,Don't know,Some of them,Yes,Don't know
42,Man,No,No,Never,26-100,No,Yes,No,Yes,No,No,No,Somewhat difficult,Some of them,Some of them,No
28,Man,No,No,NA,0-25,No,Yes,No,Not sure,No,No,Don't know,Somewhat easy,Some of them,Some of them,Don't know
38,Man,No,Yes,Sometimes,More than 1000,Yes,Yes,Yes,No,Yes,Yes,Yes,Very easy,Yes,Yes,Don't know
46,Man,Yes,Yes,Often,26-100,No,Yes,Don't know,No,No,No,Don't know,Don't know,Some of them,No,No
46,Man,Yes,Yes,Sometimes,100-500,Yes,Yes,Don't know,Not sure,Don't know,Don't know,Don't know,Don't know,Some of them,Yes,Don't know
41,Women,No,Yes,Rarely,500-1000,Yes,Yes,Don't know,Yes,Don't know,Yes,No,Somewhat easy,Yes,Yes,Yes
23,Man ,No,No,Never,26-100,No,Yes,Don't know,No,No,No,Don't know,Somewhat easy,Some of them,Some of them,Yes
24,Man,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,Yes,Don't know,Somewhat easy,Some of them,No,Yes
23,Women,No,Yes,Rarely,26-100,No,Yes,No,Yes,Yes,No,Don't know,Don't know,Yes,Some of them,Don't know
39,Man,No,No,NA,More than 1000,No,No,Yes,Not sure,Yes,Don't know,Don't know,Somewhat easy,No,Some of them,Yes
32,Women,Yes,No,Never,More than 1000,No,Yes,Yes,Yes,Don't know,Yes,Yes,Don't know,Some of them,Some of them,Don't know
25,Man,Yes,Yes,Sometimes,26-100,No,Yes,Don't know,Yes,No,No,Don't know,Somewhat easy,Some of them,Some of them,Don't know
39,Man,No,No,NA,0-25,Yes,Yes,No,No,No,No,Yes,Don't know,No,No,Don't know
23,Women,Yes,Yes,Sometimes,0-25,No,Yes,No,Yes,No,Yes,Yes,Very easy,Yes,Yes,Yes
24,Man,No,Yes,Sometimes,0-25,Yes,Yes,No,No,No,No,Don't know,Don't know,Some of them,Some of them,Don't know
25,Man,Yes,Yes,Sometimes,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Very easy,Yes,Yes,Yes
23,Man,No,Yes,Rarely,0-25,No,Yes,No,Yes,No,No,Don't know,Don't know,Yes,Yes,Don't know
24,Man,No,Yes,Sometimes,0-25,No,No,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Don't know
23,Man,No,Yes,Often,26-100,No,Yes,Yes,Yes,Yes,Don't know,Don't know,Don't know,Yes,Some of them,Don't know
60,Man,No,Yes,Often,More than 1000,Yes,Yes,Don't know,No,Yes,Don't know,Don't know,Somewhat easy,Some of them,No,Don't know
28,Man,No,No,Sometimes,26-100,No,Yes,No,Yes,No,No,Yes,Don't know,No,No,No
28,Man,Yes,Yes,Often,More than 1000,No,No,Yes,Yes,Yes,Yes,Yes,Somewhat easy,Some of them,Yes,No
30,Man,No,No,Sometimes,500-1000,No,Yes,Don't know,No,No,No,Don't know,Don't know,Yes,Yes,Don't know
31,Man,Yes,Yes,Sometimes,100-500,No,Yes,Don't know,No,No,No,Yes,Somewhat easy,Some of them,No,Don't know
31,Man,No,Yes,Often,0-25,Yes,Yes,No,No,No,No,Don't know,Somewhat easy,Some of them,No,Don't know
28,Man,No,Yes,Rarely,26-100,No,Yes,Don't know,No,No,Don't know,Don't know,Don't know,No,No,Don't know
43,Women,Yes,Yes,Rarely,More than 1000,Yes,Yes,Yes,Yes,No,Yes,Don't know,Don't know,Some of them,Yes,Don't know
32,Women,No,No,NA,More than 1000,No,No,No,No,No,Don't know,Don't know,Don't know,Some of them,Yes,No
22,Man,Yes,Yes,Often,100-500,No,No,Yes,Yes,Yes,Yes,Yes,Don't know,No,Yes,Don't know
32,Man,No,No,Never,100-500,No,Yes,Yes,Not sure,Don't know,Yes,Don't know,Somewhat easy,No,Some of them,Don't know
36,Man,No,Yes,Often,0-25,No,Yes,No,No,No,No,No,Very difficult,Some of them,No,Don't know
41,Women,Yes,Yes,Sometimes,26-100,No,Yes,Yes,No,No,Don't know,Don't know,Don't know,No,No,Don't know
30,Man,Yes,Yes,Sometimes,26-100,No,Yes,Yes,Yes,Don't know,No,Yes,Very easy,Yes,Yes,Yes
30,Man,Yes,Yes,Often,26-100,No,Yes,Yes,Not sure,Yes,Yes,Don't know,Don't know,Some of them,Yes,Yes
36,Man,Yes,Yes,Often,100-500,No,No,No,Yes,No,No,Don't know,Somewhat easy,Some of them,Yes,Yes
29,Man,Yes,Yes,Sometimes,100-500,Yes,Yes,Yes,Yes,Yes,No,Yes,Don't know,Some of them,No,No
36,Man,Yes,No,Rarely,More than 1000,No,No,Don't know,No,Yes,Yes,Don't know,Somewhat easy,Some of them,Some of them,Don't know
26,Man,No,Yes,NA,26-100,No,Yes,No,No,No,No,Don't know,Somewhat easy,Some of them,Some of them,Don't know
32,Man,Yes,Yes,Often,26-100,Yes,Yes,Yes,Yes,No,No,Yes,Somewhat difficult,Some of them,Yes,Yes
34,Man,Yes,Yes,Sometimes,More than 1000,No,Yes,Yes,Yes,No,No,Don't know,Somewhat difficult,No,No,No
46,Women,No,No,NA,100-500,Yes,Yes,No,Yes,No,No,Don't know,Don't know,No,No,No
25,Man,Yes,Yes,Sometimes,26-100,No,No,Yes,Yes,No,No,Yes,Don't know,Some of them,No,Don't know
